"gene","transcript","protein","uniprot","align","identity","evalue","name","lineage","domain","genus"
"1276","TRINITY_DN156582_c5_g1","TRINITY_DN156582_c5_g1_i5","TRINITY_DN156582_c5_g1::TRINITY_DN156582_c5_g1_i5::g.48403::m.48403","Y381_RICFE","Q:522-1169,H:934-1139",33.028,9.59e-17,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1277","TRINITY_DN156582_c5_g1","TRINITY_DN156582_c5_g1_i5","TRINITY_DN156582_c5_g1::TRINITY_DN156582_c5_g1_i5::g.48403::m.48403","Y381_RICFE","Q:381-1151,H:729-968",27.692,1.17e-13,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1278","TRINITY_DN156582_c5_g1","TRINITY_DN156582_c5_g1_i5","TRINITY_DN156582_c5_g1::TRINITY_DN156582_c5_g1_i5::g.48403::m.48403","Y381_RICFE","Q:660-1151,H:645-807",31.325,9.84e-11,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1279","TRINITY_DN156582_c5_g1","TRINITY_DN156582_c5_g1_i5","TRINITY_DN156582_c5_g1::TRINITY_DN156582_c5_g1_i5::g.48403::m.48403","Y381_RICFE","Q:390-1151,H:699-935",25.781,2.16e-10,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1280","TRINITY_DN156582_c5_g1","TRINITY_DN156582_c5_g1_i5","TRINITY_DN156582_c5_g1::TRINITY_DN156582_c5_g1_i5::g.48403::m.48403","Y381_RICFE","Q:747-1175,H:642-782",34.028,4.92e-10,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1281","TRINITY_DN156582_c5_g1","TRINITY_DN156582_c5_g1_i5","TRINITY_DN156582_c5_g1::TRINITY_DN156582_c5_g1_i5::g.48403::m.48403","Y381_RICFE","Q:381-1151,H:663-902",26.437,5.05e-10,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1282","TRINITY_DN156758_c0_g1","TRINITY_DN156758_c0_g1_i2","TRINITY_DN156758_c0_g1::TRINITY_DN156758_c0_g1_i2::g.30292::m.30292","V246_FOWPN","Q:777-1208,H:286-425",36.552,1.06e-14,"Putative ankyrin repeat protein FPV246","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"1283","TRINITY_DN156758_c0_g1","TRINITY_DN156758_c0_g1_i2","TRINITY_DN156758_c0_g1::TRINITY_DN156758_c0_g1_i2::g.30292::m.30292","V246_FOWPN","Q:645-1424,H:167-430",23.891,2.3e-10,"Putative ankyrin repeat protein FPV246","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"1284","TRINITY_DN156774_c1_g1","TRINITY_DN156774_c1_g1_i4","TRINITY_DN156774_c1_g1::TRINITY_DN156774_c1_g1_i4::g.30337::m.30337","DPOL_HPBDC","Q:2724-3134,H:444-579",28.261,4.8e-10,"Protein P","Viruses; Hepadnaviridae; Avihepadnavirus","Viruses","Avihepadnavirus"
"1285","TRINITY_DN156774_c1_g1","TRINITY_DN156774_c1_g1_i4","TRINITY_DN156774_c1_g1::TRINITY_DN156774_c1_g1_i4::g.30336::m.30336","DPOL_HPBDC","Q:2724-3134,H:444-579",28.261,4.8e-10,"Protein P","Viruses; Hepadnaviridae; Avihepadnavirus","Viruses","Avihepadnavirus"
"1286","TRINITY_DN156774_c1_g1","TRINITY_DN156774_c1_g1_i4","TRINITY_DN156774_c1_g1::TRINITY_DN156774_c1_g1_i4::g.30338::m.30338","DPOL_HPBDC","Q:2724-3134,H:444-579",28.261,4.8e-10,"Protein P","Viruses; Hepadnaviridae; Avihepadnavirus","Viruses","Avihepadnavirus"
"1287","TRINITY_DN156819_c3_g1","TRINITY_DN156819_c3_g1_i1",NA,"Y137_MYCPN","Q:3-152,H:169-218",40,2e-07,"UPF0134 protein MPN_137","Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma","Bacteria","Mycoplasma"
"1288","TRINITY_DN156819_c3_g1","TRINITY_DN156819_c3_g1_i1",NA,"Y137_MYCPN","Q:6-152,H:163-211",38.776,5.96e-07,"UPF0134 protein MPN_137","Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma","Bacteria","Mycoplasma"
"1289","TRINITY_DN156819_c3_g1","TRINITY_DN156819_c3_g1_i1",NA,"Y137_MYCPN","Q:6-149,H:177-224",37.5,1.77e-06,"UPF0134 protein MPN_137","Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma","Bacteria","Mycoplasma"
"1290","TRINITY_DN156819_c3_g1","TRINITY_DN156819_c3_g1_i2",NA,"Y137_MYCPN","Q:44-202,H:163-215",37.736,1.57e-07,"UPF0134 protein MPN_137","Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma","Bacteria","Mycoplasma"
"1291","TRINITY_DN156819_c3_g1","TRINITY_DN156819_c3_g1_i2",NA,"Y137_MYCPN","Q:44-208,H:170-224",36.364,1.79e-07,"UPF0134 protein MPN_137","Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma","Bacteria","Mycoplasma"
"1292","TRINITY_DN156819_c3_g1","TRINITY_DN156819_c3_g1_i2",NA,"Y137_MYCPN","Q:47-202,H:157-208",36.538,8.4e-07,"UPF0134 protein MPN_137","Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma","Bacteria","Mycoplasma"
"1293","TRINITY_DN156826_c0_g1","TRINITY_DN156826_c0_g1_i4","TRINITY_DN156826_c0_g1::TRINITY_DN156826_c0_g1_i4::g.71771::m.71771","Y068_OSHVF","Q:434-2053,H:27-631",23.568,1.26e-42,"Putative transmembrane protein ORF68","Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus","Viruses","Ostreavirus"
"1294","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i1","TRINITY_DN156870_c2_g1::TRINITY_DN156870_c2_g1_i1::g.71749::m.71749","YR634_MIMIV","Q:10-294,H:181-272",28,3.76e-07,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1295","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i1","TRINITY_DN156870_c2_g1::TRINITY_DN156870_c2_g1_i1::g.71749::m.71749","YR634_MIMIV","Q:1-279,H:85-174",29.592,1.06e-06,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1296","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i10","TRINITY_DN156870_c2_g1::TRINITY_DN156870_c2_g1_i10::g.71751::m.71751","V245_FOWPN","Q:58-573,H:28-201",33.333,3.39e-19,"Putative ankyrin repeat protein FPV245","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"1297","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i10","TRINITY_DN156870_c2_g1::TRINITY_DN156870_c2_g1_i10::g.71751::m.71751","V245_FOWPN","Q:40-570,H:107-298",24.352,1.65e-11,"Putative ankyrin repeat protein FPV245","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"1298","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i14","TRINITY_DN156870_c2_g1::TRINITY_DN156870_c2_g1_i14::g.71754::m.71754","YR634_MIMIV","Q:7-255,H:92-168",30.588,1.47e-06,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1299","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i14","TRINITY_DN156870_c2_g1::TRINITY_DN156870_c2_g1_i14::g.71754::m.71754","YR634_MIMIV","Q:4-285,H:181-268",27.083,3.77e-06,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1300","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i15",NA,"YR634_MIMIV","Q:1-237,H:85-168",29.762,2.91e-06,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1301","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i8",NA,"YR634_MIMIV","Q:1-240,H:85-169",32.941,6.95e-09,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1302","TRINITY_DN156870_c2_g1","TRINITY_DN156870_c2_g1_i8",NA,"YR634_MIMIV","Q:10-246,H:181-261",29.63,3.04e-07,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1303","TRINITY_DN156871_c0_g2","TRINITY_DN156871_c0_g2_i1",NA,"Y051_MYCPN","Q:986-393,H:170-373",28.708,1.98e-14,"Uncharacterized protein MG039 homolog","Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma","Bacteria","Mycoplasma"
"1304","TRINITY_DN156890_c0_g1","TRINITY_DN156890_c0_g1_i3","TRINITY_DN156890_c0_g1::TRINITY_DN156890_c0_g1_i3::g.71787::m.71787","SELU_NITEU","Q:467-1183,H:21-262",35.246,1.43e-33,"tRNA 2-selenouridine synthase","Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas","Bacteria","Nitrosomonas"
"1305","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:336-677,H:691-810",48.333,2.08e-17,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1306","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:318-677,H:73-207",44.853,8.32e-15,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1307","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:345-677,H:667-780",45.614,1.74e-14,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1308","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-677,H:788-900",46.018,3.32e-14,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1309","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:369-677,H:360-462",50.485,6.31e-14,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1310","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-677,H:135-237",50.943,7.99e-14,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1311","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-677,H:722-840",44.538,3.12e-13,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1312","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-677,H:743-855",45.133,3.66e-13,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1313","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:336-677,H:778-894",43.59,3.7e-13,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1314","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-677,H:731-849",45.378,4.06e-13,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1315","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-677,H:147-252",48.113,7.23e-13,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1316","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-677,H:798-918",44.628,1.03e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1317","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-677,H:312-414",50,1.23e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1318","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-677,H:812-927",46.552,1.37e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1319","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-668,H:366-468",47.573,2.22e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1320","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-677,H:863-999",40.876,5.29e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1321","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-677,H:851-993",37.762,7.21e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1322","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:345-677,H:685-795",44.144,7.42e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1323","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:345-677,H:319-429",45.045,7.63e-12,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1324","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:369-674,H:762-863",45.098,1.01e-11,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1325","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:309-677,H:100-225",43.411,1.22e-11,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1326","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:327-677,H:292-405",43.59,3.57e-11,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1327","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-617,H:168-253",50,1.48e-10,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1328","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-677,H:834-975",38.028,6.13e-10,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1329","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:336-677,H:763-879",41.88,6.43e-10,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1330","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:309-677,H:275-402",39.844,6.74e-10,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1331","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:327-677,H:322-441",44.167,9.01e-10,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1332","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-653,H:152-259",44.444,1.41e-09,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1333","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-677,H:891-1005",45.217,1.41e-09,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1334","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-608,H:387-469",48.193,1.73e-09,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1335","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:360-677,H:588-738",35.099,3.22e-08,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1336","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:336-551,H:391-468",46.154,6.53e-08,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1337","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:339-632,H:896-1008",43.363,2.37e-07,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1338","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i1","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i1::g.71709::m.71709","COLL7_MIMIV","Q:357-677,H:197-333",39.286,3.11e-07,"Collagen-like protein 7","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1339","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:354-587,H:164-241",50,7.47e-13,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1340","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:202-280",48.101,8.17e-10,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1341","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:448-526",49.367,1.16e-09,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1342","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-578,H:259-331",47.945,1.51e-09,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1343","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:330-587,H:61-157",41.237,5.48e-09,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1344","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:352-427",47.368,6.37e-09,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1345","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:354-587,H:224-301",43.59,6.81e-09,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1346","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:361-439",49.367,6.87e-09,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1347","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:354-587,H:488-565",46.154,9.84e-09,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1348","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:430-508",45.57,3.11e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1349","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:122-214",40.86,4.33e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1350","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:400-478",45.57,4.95e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1351","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:424-499",44.737,5.14e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1352","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:357-587,H:174-256",42.169,5.75e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1353","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:357-587,H:216-292",45.455,5.86e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1354","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-587,H:238-316",44.304,8.63e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1355","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:354-587,H:413-490",43.59,9.75e-08,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1356","TRINITY_DN156892_c0_g2","TRINITY_DN156892_c0_g2_i3","TRINITY_DN156892_c0_g2::TRINITY_DN156892_c0_g2_i3::g.71712::m.71712","COLL4_MIMIV","Q:360-560,H:499-568",50,4.27e-07,"Collagen-like protein 4","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
